Review,Hasil Perbandingan
"['aja', 'harga', 'mahal', 'menang', 'nama', 'aja']",Negative
"['bingung', 'enaknya', 'dimana']",Negative
"['pelayannya', 'ramah', 'nasigoreng', 'pedas', 'dijwb', 'yawes', 'sing', 'kuwi', 'pokone', 'ga', 'qris', 'aja', 'diluar', 'ekspektasi', 'banget']",Negative
"['saran', 'ganti', 'pelayan', 'udah', 'salah', 'pesanan', 'marah', 'makanan', 'tergantung', 'selera']",Negative
"['lidah', 'hambar', 'babatnya']",Neutral
"['nasi', 'goreng', 'ayamnya', 'ga', 'enak', 'emang', 'spesialis', 'nasi', 'goreng', 'babat', 'pesen', 'nasi', 'goreng', 'ayam', 'menu', 'asiiiiinnnnnn', 'bangetttt', 'nasinya', 'telornya', 'asin', 'banget', 'pelayanannya', 'ga', 'ramah', 'acar', 'neutralisir', 'asin', 'dibilang', 'ga', 'ya', 'syg', 'sibuk', 'sayanya', 'ga', 'cari', 'cari', 'jalan', 'pergi', 'kesini', 'pesen', 'nasi', 'goreng', 'babat', 'aja']",Negative
"['pelayan', 'cewek', 'ramah']",Negative
"['wilayah', 'kota', 'legendaris', 'penyajian', 'cepat', 'ga', 'kerasa', 'kecap', 'tertolong', 'babatnya']",Negative
"['beli', 'nasi', 'goreng', 'ayam', 'babat', 'minum', 'e', 'teh', 'e', 'jeruk', 'ekspetasinya', 'udah', 'karna', 'tempatnya', 'ramai', 'pengunjung', 'banget', 'nasi', 'goreng', 'harga', 'k', 'worth', 'it', 'pesen', 'pes', 'datengnya', 'ga', 'pes', 'dominan', 'pait', 'kaya', 'bawang', 'gosong', 'kecapnya', 'medok', 'banget', 'kali', 'beli', 'nasi', 'goreng', 'ga', 'kerupuk', 'lalapannya', 'nasinya', 'nasi', 'pera', 'cenderung', 'kaya', 'nasi', 'pulen', 'lengket', 'porsi', 'nasi', 'sesuailah', 'harga', 'e', 'teh', 'e', 'jeruknya', 'ngga', 'enak', 'banget', 'e', 'teh', 'manisnya', 'manis', 'tehnya', 'e', 'jeruk', 'manis', 'banget', 'jeruknya', 'repeat', 'order', 'no']",Negative
"['it', 'wa', 'not', 'a', 'plate', 'of', 'fried', 'rice', 'i', 'expected', 'the', 'rice', 'wa', 'too', 'mushy', 'and', 'the', 'aroma', 'of', 'babat', 'wa', 'not', 'strong', 'enough', 'for', 'me', 'personally', 'however', 'overall', 'it', 'wa', 'worth', 'to', 'try']",Negative
"['pelayanan', 'kapok']",Negative
"['wisata', 'kuliner', 'kota', 'semarang', 'gak', 'lengkap', 'mencicipi', 'hidangan', 'babat', 'gongso', 'cari', 'info', 'dimana', 'nasi', 'goreng', 'babat', 'gongso', 'enak', 'semarang', 'pilihan', 'jatuh', 'nasgor', 'babat', 'karmin', 'mberok', 'lokasinya', 'hotel', 'menginap', 'lokasinya', 'strategis', 'kota', 'tua', 'semarang', 'ak', 'transportasi', 'mudah', 'transportasi', 'lahan', 'parkirnya', 'luas', 'mobil', 'motor', 'suasana', 'tempatnya', 'warung', 'tenda', 'luas', 'sederhana', 'menu', 'ditawarkan', 'beragam', 'pesan', 'nasi', 'goreng', 'babat', 'babat', 'gongsonya', 'konon', 'diminati', 'pengunjung', 'menu', 'babat', 'gongsonya', 'potongan', 'babatnya', 'porsinya', 'bau', 'amis', 'empuk', 'sayang', 'selera', 'manis', 'nasi', 'gorengnya', 'nasi', 'goreng', 'selera', 'manis', 'lidah', 'tekstur', 'nasinya', 'pera', 'basah', 'nasi', 'pulen', 'basah', 'bumbunya', 'isian', 'babat', 'nasi', 'gorengnya', 'enak', 'segi', 'harga', 'terjangkau', 'porsi', 'disajikan', 'lumayan', 'pelayanannya', 'cepat', 'sigap', 'ramah', 'sayangnya', 'menu', 'ditawarkan', 'selera', 'penasaran', 'salahnya', 'mencicipi', 'salah', 'kuliner', 'legendaris', 'kota', 'semarang']",Negative
"['pa', 'rame', 'waiting', 'time', 'makan']",Neutral
"['ga', 'tau', 'dikata', 'legend', 'mna', 'b', 'aja', 'cmn', 'kerasa', 'manis', 'pedas', 'ky', 'nasikecap']",Negative
"['antre', 'nunggu', 'makanan', 'jam', 'meja', 'makan', 'lumayan', 'bersih', 'suasana', 'nyaman', 'gerobak', 'sampah', 'dipinggir', 'jalan', 'nasinya', 'babatnya']",Negative
"['ngantrinya', 'saking']",Neutral
"['nasi', 'goreng', 'babat', 'telur', 'dadar', 'rasakan', 'manis', 'pahit', 'telurnya', 'pahit', 'banget', 'gosong', 'ngrasain', 'pahit', 'telur', 'gongso', 'kecap', 'aja', 'makanan', 'disajikan', 'kondisi', 'dingin', 'harga', 'mahal', 'minuman', 'gak', 'masuk', 'akal', 'air', 'mineral', 'dingin', 'merk', 'vit', '', 'ml', 'harga', 'rb', 'diluar', 'aja', 'rb', 'e', 'jeruk', 'rb', 'harga', 'semarang', 'rb', 'emping', 'plastik', 'rb', 'ambil', 'gak', 'dikembalikan', 'kondisi', 'utuh', 'pake', 'ngatangatain', 'kasirnya', 'telur', 'gongso', 'kecap', 'tumpah', 'harga', 'rb', 'telur', '', 'biji', 'nasi', 'goreng', 'babat', 'telur', 'rb', 'wajar', 'harganya', 'ramenya']",Negative
"['kemarin', 'makan', 'nasgor', 'pakai', 'telor', 'k', 'e', 'teh', 'manis', '', 'k', 'e', 'teh', 'tawar', 'k', 'kasir', 'pegang', 'catatan', 'pemesanan', 'makanannya', 'ngitungnya', 'nasi', 'goreng', '', 'e', 'teh', 'manis', '', 'e', 'teh', 'tawar', '', 'totalnya', 'k', 'pa', 'komplen', 'bilangnya', 'nasgor', 'babat', 'pegang', 'catatan', 'pesanan', 'kalo', 'ga', 'dibaca', 'ga', 'masuk', 'akal', 'kalo', 'emg', 'nasi', 'goreng', 'babat', 'k', '', 'orang', 'e', 'teh', 'manis', '', 'e', 'teh', 'tawar', 'ya', 'k', 'k', 'suka', 'naikin', 'harga', 'gitu', 'yaa', 'untung', 'cek', 'jd', 'ga', 'rugi']",Negative
"['kecewa', 'berat', 'enak', 'nasi', 'digoreng', 'pakai', 'kecap', 'telur', 'dadarnya', 'kayanya', 'ngga', '', 'telur', 'dikasi', 'air', 'cabang', 'thamrin', 'enak', 'fyi']",Negative
"['pelayanan', 'parah', 'pesen', 'aja', 'susah', 'duluan', 'ga', 'layani', 'pesan', 'suruh', 'alah', 'layani']",Negative
"['suka', 'heran', 'aja', 'ramai', 'pa', 'dicoba', 'ga', 'enak', 'kayak', 'kasi', 'kecap', 'doang', 'cocoknya', 'nasi', 'gorengtelor', 'dikasi', 'harga', 'ribu', 'ribu', 'si', 'karyawan', 'nasi', 'gorengnya', 'mahal', 'semoga']",Negative
"['i', 'ordered', 'nasi', 'goreng', 'babat', 'babat', 'gongso', 'and', 'telor', 'gongso', 'all', 'spicy', 'but', 'sorry', 'to', 'say', 'the', 'taste', 'wa', 'too', 'sweet', 'there', 'were', 'nothing', 'special', 'from', 'these', 'dish', 'at', 'alleven', 'below', 'so', 'so', 'the', 'price', 'wa', 'way', 'too', 'pricey', 'for', 'that', 'portion', 'and', 'taste', 'literally', 'cried', 'while', 'eating', 'paying', 'the', 'bill']",Negative
"['standar', 'antrean']",Neutral
"['istimewa', 'nasi', 'goreng', 'enak', 'pinggiran', 'kota']",Negative
"['nasi', 'gorengnya', 'aja', 'pelayanannya', 'buruk', 'teh', 'botol', 'didiemin', 'dilirikin', 'aja', 'ma', 'masnyakalo', 'udah', 'cape', 'kerja', 'attitudenya', 'customer', 'bagus', 'karna', 'customer', 'bayar']",Negative
"['nasi', 'goreng', 'babatnya', 'lumayannunggu', 'menitharganya', 'wajar']",Negative
"['menu', 'nasi', 'goreng', 'babat', 'isinya', 'nasi', 'goreng', 'babat', 'telur', 'sayang', 'babatnya', 'pa', 'dimakan', 'amis', 'ngehancurin', 'nasi', 'goreng', 'telur', 'babatnya', 'enak', 'pelayanan', 'okelah', 'langsung', 'disamperin', 'pelayannya']",Negative
"['pesen', 'nasgor', 'takeaway', 'full', 'orang', 'surprisingly', 'nunggu', 'banget', 'menit', 'gak', 'panas', 'gak', 'ngalor', 'gak', 'ngidul', 'sulit', 'dirasain', 'porsinya', 'banget', 'kakilimaan', 'deket', 'kotalama', 'semoga', 'koreksi']",Neutral
"['duduk', 'memanggil', 'jual', 'mengangguk', 'menulis', 'pesanan', 'layani', 'pelayan']",Negative
"['', 'pelayanan', '', 'lokasi', '', 'kaya', 'gini', 'legendaris', 'sich', 'gimana']",Negative
"['kecewa', 'pelayanan', 'ramah', 'sekalinunggu', 'minumnya', 'makanannya', 'hb', 'minumnya', 'blm']",Negative
"['nunggu', '', 'jam', 'dikasih', 'tau', 'kalo', 'babatnya', 'habis', 'menghargai', 'customer', 'pelayanan', 'ramah', 'intinya', 'kapok', 'ngga']",Negative
"['pesan', '', 'bungkus', 'nasi', 'goreng', 'gongso', 'babat', 'isinya', 'ati', 'ga', 'lagilagi', 'makan']",Negative
"['manis', 'nasi', 'goreng', 'babat', 'gongsonya', 'kecapnya', 'dominan', 'tukang', 'parkirnya', 'responsif', 'alias', 'gabut']",Negative
"['gak', 'istimewanya', 'pelayanan', 'kerjasama', 'online', 'merugikan', 'drivernya']",Negative
"['nasi', 'gorengnya', 'aja', 'manis', 'ngga', 'bumbu', 'khas', 'nasi', 'goreng', 'pd', 'harga', 'mahal', 'ya', 'karna', 'legend']",Negative
"['buka', 'jam', '', 'masak', 'jam', '', 'buang', 'gaes']",Negative
"['lha', 'pesenya', 'dimana', 'lha', 'jawabpe', 'sik', 'sedelok', 'dienteni', 'lha', 'ra', 'respon', 'yo', 'pesanan', 'dikonfirmasi', 'peh', 'gur', 'ojol', 'wae', 'sepelekan']",Negative
['enak'],Negative
"['pesen', 'nasi', 'goreng', 'babat', 'babat', 'gongso', 'pes', 'keluarnya', 'ga', 'pes', 'nasi', 'gorengnya', 'aja', 'babatnya', 'empuk', 'ngantrinya', 'butuh', '', 'jam', 'pelayanan', 'ditingkatkan', 'pesan', 'minum', 'piring', 'kosong', 'sampe', 'selesai', 'makan', 'ga', 'udah', 'lelah', 'ya']",Negative
['enak'],Negative
"['beli', 'malem', 'ok', 'aja', 'nasgornya', 'ga', 'enak', 'rame', 'trus', 'siang', 'siang', 'kantor', 'pajak', 'nunggu', 'beli', 'minum', 'esteh', 'dibungkus', 'oke', 'suruh', 'bayar', 'rb', 'harga', 'estehnya', 'rbmalah', 'ditiingal', 'pergi']",Negative
"['sesuai', 'ekspetasi', 'nasgornya', 'berminyak', 'harga', 'mahal', 'tampilan', 'makanan', 'ala', 'kadarnya']",Negative
['antrian'],Neutral
"['tekstur', 'nasinya', 'benyek', 'gada', 'gurihnya', 'kerasa', 'manis', 'aja', 'nunggunya', 'sampe', 'sejam', 'well', 'selera', 'suka', 'gurih', 'kayaknya', 'cocok', 'makan']",Negative
"['relatif', 'mahal', 'porsi', 'b', 'aja', 'nasi', 'goreng', 'cuman', 'manis', 'kayak', 'makan', 'nasi', 'kecap', 'wkwkwkwk', 'ga', 'bumbu', 'nasgornya', 'nasgor', 'disajikan', 'nasi', 'ditutup', 'telur', 'ga', 'sayuran', 'babat', 'gongso', 'cuman', 'manis', 'plus', 'nasi', 'putihnya', 'ga', 'panas', 'adeemmm', 'kayak', 'nasi', 'bakul', 'ditaruh', 'piring', 'dicetak', 'berasa', 'makan', 'rumah']",Negative
"['pribadi', 'mendengar', 'nama', 'besarnya', 'expectasinya', 'sangat', 'tingginamun', 'kenyataanya', 'cocok', 'selera', 'harga', 'mahal', 'mending', 'restoran', 'mall', 'tempatnya', 'ademsekali', 'lg', 'org', 'pny', 'selera', 'berbeda']",Negative
"['bad', 'service', 'take', 'a', 'long', 'time', 'to', 'eat']",Negative
"['ahad', 'ramai', 'parkir', 'mobil', 'susah', 'over', 'all', 'kesimpulannya', 'over', 'priced', 'soto', 'mangkuk', '', 'rbporsi', 'kuah', 'bening', 'ngaldu', 'rempah', 'ayam', 'suwiran', 'satesate', '', 'rbtusuk', 'gorengan', '', 'rb', 'tempe', '', 'lumpia', '', 'e', 'jeruk', '', 'rbgelas', 'total', '', 'orang', 'habisnya', '', 'rb', 'tau', 'harganya', 'kaget', 'pa', 'bayar', 'daftar', 'menu', 'diletakkan', 'meja', 'kasir', 'pengalaman', 'jogja', 'jogja', 'gak', 'soto', 'seover', 'priced', 'over', 'priced', 'sotonya', 'porsinya', 'suasananya', 'kebersihannya', 'layanan', 'ramah', 'meningkatkan', 'kesan', 'harga', 'mahal', 'over', 'priced']",Negative
"['org', 'jogja', 'pa', 'bayar', 'kekasir', 'kaget', 'bingung', 'habis', 'sampe', 'k', 'ngerasanya', 'mehong', 'bingitt', 'ga', 'dikasih', 'nota', 'krna', 'honestly', 'kasir', 'jutek', 'sangking', 'keppo', 'walopun', 'smpe', 'mobil', 'lg', 'nota', 'boom', 'pa', 'liat', 'nota', 'terheran', 'krna', 'porsi', 'soto', 'super', 'pelit', 'ditoping', 'ayamnya', 'harga', 'overprice', 'yaa', 'k', 'satean', 'basicly', 'super', 'muanis', 'puoll', 'sate', 'kerang', 'alot', 'banget', 'kyk', 'dipanasin', 'berkali', 'harga', 'k', 'ditambah', 'baso', 'aja', 'ga', 'abisin', 'krna', 'aneh', 'digigit', 'kayak', 'ban', 'harganya', 'k']",Negative
"['soto', 'mangkok', 'k', 'pilihan', 'sate', 'gorengannya', 'udah', 'dingin', 'tipe', 'soto', 'bening', 'khas', 'semarang', 'aja', 'nampolll', 'makanannya', 'overprice', 'nggak', 'kenyang', 'nggak', 'enak', 'gak', 'worth', 'it', 'kasirnya', 'jutek', 'nggak', 'dikasih', 'nota']",Negative
"['mahal', 'soto', 'ayam', '', 'bakso', '', 'sate', 'ayam', '', 'e', 'teh', '', 'e', 'jeruk', '', 'habisnya', 'rb']",Negative
"['udah', 'soto', 'gak', 'enak', 'harga', 'mahal', 'overprice', 'soto', 'kecll', 'worth', 'it']",Negative
"['sotonya', 'enak', 'sayang', 'harganya', 'mahal', 'ukuran', 'mangkok', 'segitu', 'satenya', 'mahal', 'parkirnya', 'susah', 'ukuran', 'standart', 'pinggir', 'jalan', 'mahal', 'hehe']",Negative
"['porsi', 'standar', 'gak', 'd', 'garam', 'gak', 'asin', 'harga', 'mahal', 'porsi']",Negative
"['mahal', 'no', 'recommended']",Negative
"['soto', '', 'sate', '', 'tempe', 'goreng', '', 'e', 'teh', 'manis', '', 'e', 'teh', 'tawar', '', 'total', 'harga', '', 'porsi', 'overprice', 'dikasih', 'nota', 'pembayaran']",Negative
"['bau', 'gak', 'sedap', 'makan', 'sebelah', 'bikin', 'makan', 'gak', 'kondusif']",Negative
"['harganya', 'mahal', 'sesuai', 'disajikan']",Negative
"['makan', 'serasa', 'resto', 'mahal']",Negative
"['harga', 'ga', 'sesuai', 'penyedap', 'kuat', 'dibilang', 'overprice', 'soto', 'campur', 'mangkok', 'kuahnya', '', 'bakwan', 'jagung', '', 'teh', 'manis', '']",Negative
"['makan', 'soto', 'berdua', 'habis', '']",Neutral
"['soto', 'mahal', 'kuah', 'suiran', 'ayam', 'campur', 'k', 'pisah', '', 'k', 'sate', '', 'rb', 'jorok', 'sajian', 'satenya', 'mahal', 'ukuran', 'pelancong', 'dr', 'jakarta', 'kuliner', 'disarankan', 'cari', 'soto', 'karyawan', 'kasir', 'ketuswkwkwk']",Negative
"['pelayanan', 'cepat']",Neutral
"['kemahalan', 'ajaisinya', 'dikitcukup', 'aja', 'lahh']",Negative
"['abis', 'makan', 'soto', '', 'perkedel', '', 'tempe', '', 'perkedel', 'jagung', '', 'sate', '', 'total', '', 'ribuan', 'minum', 'maaf', 'kemahalan', 'mangkok', 'jug', 'porsi']",Negative
"['harga', 'bintang']",Neutral
"['hitungan', 'ngacauu']",Negative
"['harganya', 'masuk', 'akal']",Negative
"['bintang', '', 'bcs', 'harga', 'elit', 'b', 'aja']",Negative
"['harganya', 'bikin', 'tercengang']",Negative
"['sotonya', 'b', 'aja', 'gada', 'spesialnya', 'harga', 'minumannya', 'gak', 'ngotak', 'e', 'jeruk', '', 'wkwk', '', 'dpt', 'gula', 'pasir', 'sekilo']",Negative
['v'],Neutral
"['maahal', 'bgthuh']",Negative
"['harga', 'sesuai', 'porsi', 'najis', 'kotor', 'banget', 'dapur', 'bersin', 'bersin', 'tukang', 'parkir', 'naripin', 'harga', 'ga', 'ramah', 'soto', 'aja', 'sate', 'ayam', 'aja', 'mendingan', 'no', 'rekomen', 'banget', 'kalo', 'makan', 'soto', 'aja', 'rumah', 'makan', 'ala', 'kadar', 'harga', 'pejabat']",Negative
"['maaf', 'harganya', 'kemahalan', 'tempenya', '', 'kayak', 'gak', 'masuk', 'akaluntuk', 'aja']",Negative
"['harga', 'mahal', 'porsi', 'kondimen', 'sate', 'dipatok', 'harga', 'rbtusuk', 'tempe', 'goreng', 'perkedel', 'bandrol', 'harga', 'rb']",Negative
"['muahal', 'aja', 'suasana', 'bagus']",Negative
['lewattok'],Neutral
"['cocok', 'kalo', 'pa', 'bokek']",Neutral
['parkir'],Negative
"['terkenal', 'sayangnya', 'jujur', 'pesan', 'belibis', 'dikasih', 'ayam', 'mgkn', 'org', 'ga', 'tau', 'ayam', 'coba', 'pesan', 'burung', 'kuntul', 'disajikan', 'ayam', 'kuntulbahkan', 'ayam', 'kuntul', 'pelayannya', 'kuntul', 'sungguh']",Negative
"['mohon', 'maaf', 'review', 'jujur', 'customer', 'sadar', 'dijual', 'burung', 'belibis', 'ayam', 'ga', 'bedanya', 'bentuknyasayappahajeroantekstur', 'dagingwarna', 'kecewa', 'seandainya', 'kesamaan', 'ga', 'seidentik', 'krn', 'spesies', 'keunikannyahanya', 'bentuknya', 'diselonjorkan', 'ditusuk', 'bambubarangkali', 'ahli', 'indentifikasi', 'unggas', 'mampir', 'kemari', 'coba', 'belibisnya', 'jualan', 'jujur', 'biar', 'berkah', 'ayam', 'bilang', 'aja', 'ayam', 'ayam', 'dibilangnya', 'belibis', 'krn', 'harganya', 'mahal']",Negative
"['kuliner', 'legendaris', 'semarang', 'burung', 'kuntul', 'belibis', 'goreng', 'tekstur', 'dagingnya', 'bedakan', 'ayam', 'kampung', 'khas', 'daging', 'burung', 'dagingnya', 'gemuk', 'hasil', 'farming', 'budget', 'orang', 'k', '', 'porsi', 'komplit', 'minum']",Neutral
"['tukang', 'parkir', 'wajar', 'rb', 'didalam', 'kampung']",Negative
"['sayang', 'pembuangan', 'sampah']",Negative
"['parkiraa', 'susah']",Negative
"['rak', 'ngerti', 'rung', 'jajal', 'soale']",Negative
"['masakan', 'padang', 'jawa']",Negative
['pelit'],Negative
"['kadang', 'nasi', 'enak', 'kadang', 'kadang', 'nasi', 'lembek']",Neutral
"['paru', 'kera', 'nasi', 'rendang', 'porsi', 'nasi', 'sayur', 'daun', 'singkong', 'habis', 'harga', 'murah', 'harga', 'rupa']",Negative
['bersih'],Negative
"['khas', 'padang', 'sampingnya', 'kali', 'baunya', 'tangani']",Neutral
"['jarang', 'jarang', 'visit']",Neutral
"['os', 'enak', 'jorok']",Negative
"['the', 'same', 'padang', 'restaurant']",Neutral
"['salah', 'pilihan', 'masakan', 'padang', 'murah']",Neutral
['murah'],Neutral
['mahal'],Negative
"['', 'september', '', 'uda', 'pindah', 'proper', 'eh', 'kesana', 'tutup']",Negative
['mantap'],Negative
"['memanfaatkan', 'moment', 'lebaran', 'naiknya', 'gilaan']",Negative
"['small', 'portion']",Neutral
"['harganya', 'nggebuk', 'calculator', 'rusak']",Negative
"['porsi', 'harga', 'relative', 'mahal', 'k', 'seporsi', 'k', '', 'porsi', 'sate', 'mahal', 'kpcs', 'worth', 'laper', 'kesni']",Negative
"['murah', 'meriah', 'pelayannya', 'jutek', 'ramah']",Negative
"['makanannya', 'enak', 'porsi', 'pa', 'harga', 'terjangkau', 'ibunya', 'gak', 'ramah', 'gak', 'senyum', 'nyaman']",Neutral
['service'],Neutral
"['jual', 'pakai', 'sarung', 'tangan', 'jijik']",Negative
['gurih'],Neutral
"['makanannya', 'enak', 'udah', 'berkali', 'kali', 'langganan', 'jugaa', 'harganya', 'terjangkau', 'sayang', 'kesekian', 'kali', 'beli', 'ibunya', 'melayani', 'ramah', 'pelayanan', 'banget', 'ibu²', 'biasaya', 'udab', 'jatohin', 'tisu', 'didepanku', 'pa', 'makan', 'nunggu', 'pesen', 'minum', 'e', 'teh', 'banget', 'eh', 'giliran', 'udah', 'tunggu', 'bilang', 'teh', 'panas', 'suruh', 'ambil', 'minum', 'ga', 'bilang', 'tolong', 'tindak', 'lanjuti', 'yasetidaknya', 'biar', 'pelanggan', 'nyaman', 'makan', 'ga', 'kenyang', 'aja']",Negative
['enak'],Negative
"['amburadul', 'porsi', 'harga', 'harga', 'porsi', 'enak']",Negative
['makan'],Neutral
"['pelayanan', 'waiter', 'menaruh', 'makanan', 'kuah', 'tumpah', 'potongan', 'cabai', 'diantar', 'makanan', 'habis']",Neutral
"['pelayanan', 'super', 'buruk']",Negative
"['server', 'sombong', 'slalu', 'cueki']",Negative
"['malem', 'pa', 'waitersnya', 'masmas', 'ga', 'tau', 'namanya', 'kirain', 'tulis', 'menu', 'ga', 'taunya', 'ditungguin', 'yaudah', 'ngomong', 'aja', 'dipesen', 'jelasjelas', 'ngomong', 'mie', 'ayam', 'eh', 'pa', 'dateng', 'bubur', 'ayam', 'mie', 'bubur', 'banget', 'loh', 'udah', 'komplain', 'masnya', 'kalo', 'pesennya', 'mie', 'harapan', 'diganti', 'salah', 'eh', 'bilang', 'udah', 'dibikinkan', 'senyumsenyum', 'ga', 'bilang', 'maaf', 'kapok', 'situ', 'berasa', 'kena', 'jebakan', 'ga', 'tetep', 'dimakan', 'pelayanan', 'male', 'nunggu', 'harga', 'tax', 'tergolong', 'menengah']",Negative
"['ndak', 'parkiran', 'harga', 'kalangan', 'menengah', 'enak', 'penyajiannya']",Negative
"['pesan', 'juice', 'apple', 'diamsih', 'sedotan', 'jus', 'ampas', 'minum', 'sedotan', 'gimana', 'ya', 'tumpah', 'jualan', 'ngga', 'kesiapan']",Negative
"['micin', 'mahal']",Negative
['prosesnya'],Negative
"['makanan', 'nunggu', 'pelayan', 'emang', 'pelayanan', 'jelek', 'karyawan', 'gak', 'sopan', 'santunnya']",Negative
['mahalmenurut'],Negative
"['kesini', 'malam', 'minggu', 'puku', '', 'kondisi', 'sepi', 'keluarga', 'tunggu', 'bayangkan', '', 'menitan', 'ac', 'dingin', 'dinyalakan', 'sesuai', 'bayangkan', 'membayangkan', 'makan', 'dimsum', 'terkenal', 'semarang', 'otentik', 'restoran', 'chinese', 'food', 'masakan', 'hambar', 'mie', 'ayam', 'chinese', 'style', 'sapo', 'tofu', 'dimsum', 'pesan', 'bbrp', 'lumayan', 'bakpao', 'hakau', 'selebihnya', 'nothing', 'spesial', 'dibawah', 'harapan', 'harganya', 'murah', 'main', 'course', 'memilih', 'harga', 'mahal', 'makanan', 'otentik']",Negative
"['pelayanan', 'terburuk', 'order', 'via', 'gofood', 'pesanan', 'lengkap', 'minuman', 'tumpah', 'ditelpon', 'sibuk', '', 'kali', 'telpon', 'orderan', 'memakan', '', 'jam', 'prose', 'tergolong', 'diprotes', 'isinya', 'membela', 'ramai', 'normal', 'lengkap', 'tumpah', 'restoran', 'buruk', 'warung', 'pinggir', 'jalan']",Negative
"['aja', 'menu', 'beneran', 'istimewa']",Negative
"['bumbu', 'asin', 'komen', 'kau', 'warung', 'kaligarong']",Negative
"['nothing', 'special', 'to', 'this', 'restaurant', 'the', 'food', 'are', 'totally', 'mid', 'yet', 'the', 'people', 'so', 'nice']",Negative
"['berasa', 'nasi', 'goreng']",Negative
"['beli', 'habis', '', 'rb', 'an', 'bayar', 'pakai', 'aris', 'qrs', 'rusak', 'maaf', 'ya', 'nama', 'qrs', 'rusak', 'kena', 'qrs', 'alat', 'kaya', 'mesin', 'edc', 'barcode', 'jdi', 'rusak', 'trs', 'kasir', 'menyarankan', 'pakai', 'debit', 'kah', 'debit', 'stlh', 'kasir', 'bilg', '', 'rb', 'nyarankan', 'sndiri', 'pakai', 'debit', 'skrg', '', 'rb', 'sya', 'kebutuhan', 'krna', 'kondisi', 'cash', 'sgto', 'terkendala', 'makan', 'sni', 'bsa', 'makan', 'menolak', 'customer', 'ya', 'ucapkan', 'barcode', 'qris', 'rusak']",Negative
"['pesanan', 'salah', 'krn', 'pegawai', 'tanggap']",Negative
"['harganya', 'mahal', 'standart']",Negative
"['pesen', 'bubur', 'ayam', '', 'mie', 'goreng', '', 'take', 'away', 'nunggu', 'jam', 'orang', 'pesanannya', 'duluan']",Negative
"['alarm', 'rusak', 'buburnya', 'dingin', 'sayang']",Negative
"['blm', 'ketemu', 'enah', 'pa', 'lidah']",Negative
['lumayan'],Neutral
"['pelayanan', 'buruk', 'burukresto', 'sekelas', 'nglaras', 'mmperhatikan', 'antrian', 'posisi', 'dilayani', 'dlu']",Negative
"['karyawan', 'e', 'kerja', 'sat', 'set', 'lemot']",Negative
"['makanan', 'harga', 'mahal', 'pegawainya', 'berisik', 'omong', 'sabaran', 'menunggu', 'konsumen', 'memesan', 'tempatnya', 'bagus']",Negative
"['makan', '', 'orang', 'menu', 'nasi', 'oseng', 'pare', 'ayam', 'goreng', 'saus', 'madu', 'minum', 'e', 'teh', 'tawar', 'habis', '', 'ribu', 'lauk', 'super', 'makan', 'serasa', 'palak', 'tourist', 'trap', 'for', 'me']",Negative
"['food', 'quality', 'is', 'terrible']",Negative
"['to', 'expensive', 'mendoan', '', 'ukuranya', 'ktp', 'ribu', 'sate', 'ayam', '', 'tusuk', 'ribu', 'resto', 'ga', 'menyesuaikan', 'harga', 'kualitas', 'masakan']",Negative
"['makanan', 'si', 'oke', 'cuman', 'minumannya', 'gaenak', 'tuh', 'kaya', 'obat', 'campur', 'buah', 'apel', 'gitu', 'ngaduk', 'ttp', 'sj', 'gaenak']",Negative
"['ekspektasi', 'kirain', 'jogja', 'buntil', 'lalapan', 'nasi', 'padang', 'menyesal', 'ge', 'mending', 'ambil', 'telur', 'aja', 'porsi', 'nasi', 'dikit', 'banget', 'ngambilin', 'menang', 'suasana', 'aja', 'luas', 'bersih', 'dingin', 'outdoor', 'org', 'negri', 'makan', 'dsni', 'karna', 'tempatnya', 'strategis', 'pinggir', 'jalan', 'thamrin', 'kiri', 'jalan', 'sblm', 'lampu', 'merah', 'oiya', 'jaket', 'teman', 'ketinggalan', 'stgh', 'jam', 'ga', 'amanin', 'karyawan', 'kursi', 'untung', 'ga', 'hilang', 'ya', 'kali', 'bersihin', 'meja', 'ga', 'natain', 'kursi', 'karyawan', 'respect', 'smua']",Negative
"['pegawai', 'cowok', 'gak', 'ramah', 'blascara', 'penyampaian', 'customer', 'sopan']",Negative
"['pelayanan', 'ok', 'sesuai', 'dng', 'review', 'pesan', 'pelayanan', 'ok', 'banget', 'not', 'recomended']",Negative
"['sayang', 'banget', 'skrg', 'prasmanannya', 'uda', 'ga']",Negative
"['pelayanan', 'lambat', 'toilet', 'kotor', 'terawat']",Negative
"['mahal', 'ramah', 'rekomendasi', 'berkunjung', 'mencobanya']",Negative
"['udah', 'tutup', 'ya', 'tinggal', 'bentumannya', 'yah', 'priwe', 'maning', 'nasi', 'bubur', 'bubur', 'ayam', 'erlangga', 'ya', 'wi', 'mbubur', 'bae']",Negative
"['', 'mkn', 'r', 'makan', 'wajib', 'mkn', 'berulang', 'kali', '', 'sdh', 'kunjungi', 'x', 'pandemi', 'coba', 'mkn', 'sdh', 'beda', 'cita', 'makanannya']",Negative
"['so', 'so']",Neutral
"['sepi', 'kaya', 'tutup', 'udah', 'ndak', 'sajian', 'menu', 'prasmanan', 'masakan', 'aja', 'lumayan', 'kerja', 'lokasi', 'sepi', 'ditengah', 'kota', 'semangat']",Negative
