Review,Hasil Perbandingan
"['tempatnya', 'luas', 'indoor', 'outdoor', 'indor', 'lesehan', 'privat', 'harga', 'lumayan', 'enak', 'dipake', 'nongkrong', 'temen²']",Positive
"['cozy', 'kopinya', 'rekomended', 'ngopi', 'kalo', 'nyari', 'ngopi', 'bukanya', 'ya', 'tempatnya', 'overall', 'lumayan']",Negative
"['pesan', 'nasi', 'goreng', 'porsi', 'nasi', 'goreng', 'tibaampunnnnn', 'nasinya', 'kering', 'shg', 'kera', 'lgsg', 'bilang', 'kasirkalau', 'k', 'ga', 'pesan', 'nasgor', 'mgkn', 'krn', 'dimasak', 'magig', 'jar', 'shg', 'cepat', 'kering', 'udah', 'gitu', 'harganya', 'mahal', 'ga', 'sesuai', 'hasilnya', 'porsi', 'ribu']",Negative
"['rameenee', 'poll', 'harap', 'antrii']",Negative
"['susu', 'lembang', 'salah', 'spot', 'wisata', 'kuliner', 'lembang', 'bandung', 'susu', 'lembang', 'memesan', 'hidangan', 'khas', 'susu', 'susu', 'kedelai']",Neutral
"['salah', 'sate', 'kambing', 'terenak', 'bandung', 'lokasi', 'tempatnya', 'nyaman']",Positive
"['sumpah', 'kayak', 'kadang', 'gitu', 'penuh', 'banget', 'nggak', 'nyaman', 'minum', 'gue', 'jam', 'belom', 'sorry', 'bintang', 'murah', 'kalo', 'nahan', 'lapar', 'haus']",Negative
"['jauhjauh', 'priuk', 'bdg', 'beli', 'box', 'jgn', 'enak', 'eneg', 'pelayanan', 'jelek']",Negative
"['hambar', 'ga', 'enak', 'dibuang', 'sayang', 'pdhal', 'mahal']",Negative
"['ga', 'seenak', 'kriuk', 'cabang', 'laen']",Negative
"['menu', 'lengkap']",Negative
"['kue', 'balok', 'mantep', 'pake', 'melted', 'chocolate', 'dalemnya', 'dimakan', 'pa', 'msh', 'anget', 'cpt', 'abisnya', 'lg']",Neutral
"['rekomendasi', 'restopelayanan', 'gesit', 'pesenan', 'dr', 'jm', 'brp', 'dtg', 'jm', 'brp', 'banget', 'dah']",Negative
"['ngopi', 'legend', 'bandung', 'suasana', 'zaman', 'baheula', 'makanan', 'coklat', 'susunya', 'enak', 'rekomendasi', 'roti', 'selai', 'srikayanya', 'enak', 'pake', 'banget', 'plus', 'sarapan', 'pagi', 'telor', 'ayam', 'kampung', 'matengnya', 'mantab', 'kaget', 'kalo']",Positive
"['nyaman', 'lumayan', 'enak']",Positive
"['martabak', 'langganan', 'keju', 'almond', 'martabak', 'paporit', 'enak', 'enak', 'enak', 'tempatnya', 'nyaman', 'renovasi']",Positive
"['seblaknya', 'mantap', 'harga', 'relatif', 'terjangkau', 'rame', 'buka', 'jam', 'lokasi', 'strategis', 'kadangkadang', 'live', 'music', 'dj']",Positive
"['sjk', 'msh', 'sd', 'smp', 'skrg', 'enak']",Positive
"['pelayanan', 'buruk', 'kali', 'pesan', 'kehabisan', 'datangnya', 'jam', 'an', 'kebanyakan', 'beli', 'reseller', 'kapasitasnya', 'cuman', 'sanggup', 'bikin', 'dus', 'perjam']",Negative
"['tempatnya', 'homy', 'banget', 'makanannya', 'enak', 'kopi', 'asik', 'harganya', 'bersahabat', 'cuco', 'ngopi', 'ngopi', 'cantik', 'bareng', 'gengs']",Positive
"['baksonya', 'enaaak', 'musholla', 'suka', 'lupa', 'disitu', 'keasikan', 'ngobrol', 'haha']",Positive
"['lokasi', 'gak', 'banget', 'top', 'markotop', 'alias', 'ok', 'banget', 'pelayanannya', 'bintang', 'tingkatkan', 'pelayanan', 'jaga', 'kualitas']",Negative
"['bau', 'daging', 'kambingnya', 'tercium']",Negative
"['nice', 'place', 'tasty', 'pelayanannya']",Negative
"['kecocokan', 'pindang', 'subyektif', 'kecocokan', 'soto', 'subyektif']",Neutral
"['kalinya', 'kuliner', 'malam', 'bandung', 'ditemani', 'sahabat', 'saudara', 'seiman', 'pelayanan', 'ramah', 'lokasi', 'strategis', 'bersih', 'nyaman']",Positive
"['jam', 'alternatif', 'nongkrong', 'jujur', 'makan', 'an', 'pesan', 'spesial']",Negative
"['makan', 'susu', 'lembang', 'fresh', 'angetanget', 'emang', 'tempatnya', 'percayalah', 'makan', 'doang', 'senikmat', 'oya', 'jenis', 'mateng', 'mentah', 'oleh', 'oleh', 'lembang', 'lengkap', 'pokoknya']",Positive
"['nyaman', 'enak', 'tumbuhan', 'susu', 'bikin', 'nagih', 'enak', 'mantap', 'pokona', 'lembang', 'bandung', 'lengkap', 'rasana', 'lamun', 'teu', 'nyicipin', 'makanan', 'susu', 'mantap', 'jiwa']",Positive
"['asyik', 'nobar', 'makanan', 'minumannya', 'enak', 'harga', 'terjangkau']",Positive
"['kuliner', 'cabangnya', 'tersebar', 'd', 'jabodetabek', 'bandung', 'd', 'bsd', 'tinggal', 'pesan', 'aplikasi', 'penyedia', 'layanan', 'food']",Negative
"['nyaman', 'dikunjungi', 'keluarga', 'pedagangnya', 'petugasnya', 'sgt', 'ramah', 'pilihan', 'spotnya', 'beragam', 'rainbow', 'garden', 'mini', 'world', 'kyotoku', 'spotnya', 'keren', 'harga', 'makanan', 'terjangkau', 'jgn', 'lupa', 'transaksi', 'pakai', 'koin', 'floating', 'market', 'ya']",Positive
"['cafe', 'nongkrong', 'anak', 'muda', 'keluarga', 'cocok', 'bau', 'rokok', 'remang']",Positive
"['tongsengnya', 'kental', 'saus', 'kacang', 'sangit']",Negative
"['blm', 'dicoba', 'krn', 'puasa', 'kyny', 'enak']",Positive
"['martabaknya', 'ok', 'bangetlegend', 'sayang', 'makan', 'ditempat', 'toiletnya', 'bautdk', 'terpelihara']",Negative
"['dapatnya', 'udah', 'gak', 'kriuk', 'krn', 'udah', 'digorengnya']",Negative
"['kalo', 'gaada', 'sawi', 'pake', 'daun', 'bawang', 'ma', 'gapapa', 'kalo', 'ga', 'pake', 'sayuran', 'trs', 'tahunya', 'bau', 'semoga', 'diperbaiki', 'ya']",Negative
"['tempatnya', 'nyamab', 'dipugar', 'martabaknya', 'enak', 'sesuai', 'harga', 'reccommended', 'pecinta', 'martabak']",Positive
"['salah', 'makan', 'bandung', 'buka', 'larut', 'malam', 'cocok', 'banget', 'suka', 'lapar', 'malam', 'recommended', 'banget', 'tumis', 'buncis', 'renyah', 'manis', 'enak', 'banget', 'lokasi', 'mudah', 'diakses', 'disediakan', 'parkir']",Positive
"['murah', 'enak', 'nongkrong', 'meeting']",Positive
"['warung', 'kopi', 'minggu', 'pagi', 'rame', 'antri', 'menit', 'tunggu', 'pesanan', 'dihidangkan', 'menit', 'harga', 'tersangka', 'diterima', 'tunggu', 'sdh', 'lapar', 'jgn', 'lsg']",Negative
"['tempatnya', 'luas', 'meja', 'lesehan', 'isinya', 'food', 'courtkumpulan', 'pedagang', 'kaki']",Negative
"['sebenernya', 'bakso', 'titoti', 'enak', 'kaldunya', 'jd', 'berbumbu', 'gtu', 'kadang', 'ga', 'kuat', 'habisin', 'porsi', 'keburu', 'kenyang', 'agak', 'enek', 'gtu']",Negative
"['bagus', 'nyatapi', 'berteduh', 'sabtu', 'tgl', 'november', 'kemarin', 'kandang', 'kelinci', 'hujan', 'derasdan', 'susah', 'mencari', 'berteduh']",Negative
"['bakso', 'mie', 'ayam', 'somay', 'khas', 'wonogiri', 'standar', 'aja', 'harga', 'murah', 'ramai', 'pa', 'weekend', 'oke', 'servisnya', 'gercep', 'banget', 'masnya', 'gak', 'makanan', 'dateng', 'btw', 'tempatnya', 'panas', 'ya', 'posisi', 'duduk', 'didalam', 'masaknya', 'sisi', 'panas', 'krn', 'sumpek', 'api', 'tungku']",Negative
"['nyamanmasakan', 'enak']",Positive
"['makanan', 'satenya', 'enak', 'bangett']",Positive
"['sipp']",Positive
"['minuman', 'ok', 'makanan', 'ok', 'makanan', 'kirang', 'pa', 'pesen', 'nasi', 'goreng', 'minyak', 'overall', 'enak', 'harga', 'ya', 'standar']",Positive
"['steak', 'dingin', 'mnta', 'medium', 'rarekayak', 'medium', 'well', 'sayurannya', 'gak', 'seger', 'cm', 'sc', 'bbq', 'kayanya', 'krna', 'mnta', 'blckpper', 'gda', 'saus', 'smbelnya', 'tolong', 'dicek', 'berkala', 'dikasihin', 'k', 'udah', 'asem', 'banget', 'berbusa', 'gt', 'suasananya', 'mah', 'enakeun', 'semoga']",Negative
"['parkiran', 'los', 'dol', 'n', 'freemenu', 'makanan', 'buanyak']",Neutral
"['it', 'a', 'sundanese', 'restaurant', 'located', 'in', 'tanah', 'abang', 'walking', 'distance', 'from', 'tanah', 'abang', 'train', 'station', 'it', 'so', 'crowded', 'that', 'when', 'we', 'reach', 'the', 'restaurant', 'there', 'is', 'nothing', 'left', 'so', 'we', 'not', 'manage', 'to', 'eat', 'the', 'food', 'unfortunately', 'maybe', 'will', 'try', 'the', 'luck', 'next', 'time', 'it', 'really', 'crowded', 'btw']",Negative
"['mie', 'sayur', 'bihunnya', 'banget', 'ketolong', 'basonya', 'lumayan', 'enak']",Positive
"['kebersihannya', 'tolong', 'diperhatikan', 'makan', 'mencret', 'sakit', 'perut', 'ga', 'bersih']",Negative
"['penasaran', 'tempatnya', 'rame', 'jdi', 'coba', 'aja', 'tempatnya', 'makanan', 'harga', 'gw', 'inget', 'beli', 'nasi', 'merah', 'lauk', 'macem', 'lupa', 'aja', 'bgtu', 'jga', 'adek', 'gw', 'mnum', 'jeruk', 'anget', 'e', 'teh', 'manis', 'sampe', 'kurleb', 'rebuan']",Negative
"['tahunya', 'enak', 'pilihan', 'kuliner', 'oleholeh']",Positive
"['tulisan', 'unik']",Positive
"['pilihan', 'martabak', 'manis', 'telornya', 'enak', 'sesuai', 'harganya', 'martabak', 'mozarellanya', 'loh']",Positive
"['lokasi', 'strategis', 'parkir', 'roda', 'terbatas']",Negative
"['kopi', 'susunya', 'enak', 'pesan', 'pisang', 'bakar', 'keju', 'porsinya', 'cimit', 'banget', 'gak', 'foto', 'roti', 'bakar', 'srikaya', 'roti', 'lembut', 'suka', 'selai']",Neutral
"['legenda']",Positive
"['bikin', 'kangen', 'karna', 'khas', 'banget', 'disana', 'gabisa', 'duduk', 'karna', 'ngantri', 'banget', 'angkat', 'badan', 'langsung', 'orang']",Negative
"['baksonya', 'enaknyoba', 'isi', 'wagyu', 'cincangmodelnya', 'self', 'servicejd', 'ambil', 'baksonya']",Positive
"['cozzy', 'tmptnya', 'makanan', 'lumayan', 'enak']",Positive
"['oleh', 'komplit', 'foodcourt', 'parkir', 'luas', 'puas', 'pokoknya']",Neutral
"['baksonya', 'enak', 'enak', 'nongkrong', 'lamalama']",Positive
"['nongkrong', 'ngemil', 'ngopi']",Positive
"['harganya', 'gak', 'mahal', 'sesuai', 'baksonya']",Neutral
"['ngopi', 'tenang', 'nyaman', 'menu', 'makanan', 'minuman', 'lengkap', 'enak', 'nongkrong', 'ramerame', 'bareng', 'temen', 'parkiran', 'luas']",Positive
"['tempatnya', 'bagus', 'gue', 'dateng', 'pa', 'taun', 'jam', 'an', 'pagi', 'lumayan', 'rame', 'makanan', 'gue', 'dateng', 'banget', 'sejam', 'nunggu', 'gue', 'bikin', 'review', 'nunggu', 'makanan', 'gue', 'dateng', 'wkwkw']",Negative
"['mantaapp', 'ikan', 'bakarnya', 'jos']",Negative
"['tempatnya', 'nyaman', 'makanannya', 'enak', 'pelayannya', 'ramah']",Positive
"['taste', 'is', 'good', 'but', 'overpriced', 'it', 'ha', 'been', 'more', 'than', 'year', 'old', 'restaurant', 'hopefully', 'they', 'can', 'improve', 'and', 'upgrade', 'from', 'all', 'aspect']",Positive
"['makan', 'bakso', 'legendaris', 'thn', 'an', 'nih', 'restorasanya', 'khas', 'nostalgiaan']",Neutral
"['lumayan', 'sesuai', 'harga']",Neutral
"['soto', 'sate', 'tempe', 'goreng', 'e', 'teh', 'manis', 'e', 'teh', 'tawar', 'total', 'harga', 'porsi', 'overprice', 'dikasih', 'nota', 'pembayaran']",Negative
"['bakso', 'jaman', 'enak', 'menunya', 'nambah', 'bakso', 'siomay', 'andalan', 'nasi', 'soto', 'daging']",Negative
"['nyaman', 'tempatnyaada', 'room', 'bwt', 'meeting']",Positive
"['tempatnya', 'unik', 'berkesan', 'design', 'bangunan', 'bakmi', 'kwetiau', 'kuahnya', 'enak', 'lontong', 'cap', 'go', 'meh', 'enak', 'kuahnya', 'cair', 'roti', 'bakarnya', 'aja', 'kopi', 'susu', 'tubruknya', 'enak', 'manis']",Positive
"['order', 'salah', 'pesanya', 'paket', 'indomi', 'dikasinya', 'paket', 'nasi']",Negative
"['kali', 'langsung', 'kupat', 'makan', 'siang', 'pilihan', 'jatuh', 'kupat', 'susu', 'bumbunya', 'kerasa', 'kupat', 'tahunya', 'lembut', 'coba', 'silahkan', 'pilihan']",Positive
"['enakz', 'bersih', 'sehat', 'u', 'must', 'try']",Positive
"['roti', 'roti', 'nyaaa', 'enak', 'banget', 'ganjel', 'perut']",Positive
"['lembut', 'enak', 'tempatnya', 'luas', 'nyaman']",Positive
"['sang', 'pemilik', 'slamet', 'triyanto', 'berjualan', 'bakso', 'khas', 'wonogiri', 'dipikul', 'ciri', 'khas', 'bakso', 'titoti', 'terletak', 'tetelan', 'kikilnya', 'pilihan', 'bakso', 'bakso', 'urat', 'telur', 'halus', 'disajikan', 'kuah']",Negative
"['potensi']",Neutral
"['jarang', 'jarang', 'visit']",Negative
"['beli', 'oleh', 'mahalnya', 'ga', 'worth', 'it']",Negative
"['sayur', 'buncis', 'nasi', 'merahnya', 'enak', 'harganya', 'mahal']",Positive
"['tempatnya', 'super', 'classic', 'bangunan', 'aslinya', 'dateng', 'kesini', 'dominasi', 'orang', 'tua', 'wisatawan', 'mudamuda']",Positive
"['makanan', 'didlm', 'komplek', 'harga', 'mahal', 'soto', 'kudu', 'n', 'tempe', 'biji', 'rb', 'minum', 'lho']",Negative
"['pesan', 'bungkus', 'nasi', 'goreng', 'gongso', 'babat', 'isinya', 'ati', 'ga', 'lagilagi', 'makan']",Negative
"['duh', 'makanannya', 'enak', 'mengecewakan', 'nasi', 'gorengnya', 'nasi', 'gorengnya', 'kera', 'mie', 'gorengnya', 'berminyak', 'keasinan', 'tehnya', 'manis', 'banget', 'pelayanannya', 'buruk', 'dr', 'ramah']",Negative
"['live', 'musicnya', 'kera', 'mengganggu', 'obrolan', 'teman', 'kecilkan', 'cuman', 'lip', 'service']",Negative
"['luas', 'wahana', 'anak', 'bagus', 'jalan', 'jalan', 'keluarga', 'nyobain', 'rainbow', 'slide']",Positive
"['bali', 'style', 'no', 'ac', 'the', 'bali', 'food', 'not', 'to', 'good']",Neutral
"['harga', 'standar', 'variasi', 'banyakterutama', 'isi', 'cabe', 'n', 'mozarellasemoga', 'variasi', 'harganya', 'disediakan', 'berac', 'bebas', 'rokokjadi', 'ajak', 'anak', 'anak', 'nyaman', 'aman']",Positive
"['biar', 'nyempil', 'mantap']",Positive
"['nyaman', 'makan']",Positive
"['pimpinan', 'remaja', 'masjid', 'jikotamo']",Negative
"['sate', 'gule', 'kambing', 'melegenda']",Neutral
"['kuah', 'bakso', 'nendang', 'harga', 'rb']",Neutral
"['gurih', 'msg']",Neutral
"['beneran', 'nongkrong', 'ahahaha', 'nongkrong', 'berdua', 'aja', 'berempat', 'ramai', 'ramai', 'diijabanin', 'dach']",Positive
"['mahal', 'makan', 'pake', 'tongkol', 'sayuran', 'rbu', 'nasinya']",Negative
"['menu', 'komplit', 'relatif', 'mahal']",Neutral
"['pelayanan', 'buruk', 'fasilitas', 'buruk', 'kualitas', 'makanan', 'buruk', 'manajemen', 'buruk', 'momen', 'bukber']",Negative
"['membantu', 'non', 'halal', 'karna', 'menu', 'babi', 'pencucian', 'alat', 'makan', 'sesuai', 'syariat', 'memberitahu', 'karna', 'menemukan', 'customer', 'mantan', 'karyawan', 'bicara', 'seadanya']",Negative
"['oleholeh', 'enak', 'murah', 'freshhh', 'browniesnya', 'endeus', 'bingit']",Positive
"['makanan', 'didalem', 'restonya', 'slalu', 'mampir', 'ketemu', 'orang', 'suasana', 'outdoornya', 'taman', 'air', 'mancur', 'sejuk', 'sore', 'lumayan', 'anget', 'tetep', 'asik', 'kurangnya', 'pilihan', 'kopinya', 'terbatas']",Positive
"['tempatnya', 'nyaman', 'kecepatan', 'wifi', 'kencang', 'makanan', 'minumannya', 'enak', 'sambal', 'tersedia', 'meja', 'woowww', 'surpriseeee', 'baunya', 'tajam', 'mengganggu', 'selera', 'makan', 'sya', 'jd', 'nafsu', 'makan', 'krn', 'bau', 'sambalnya', 'smoga', 'ganti', 'pelayanannya', 'ramah']",Negative
"['so', 'so']",Neutral
"['i', 'ordered', 'nasi', 'goreng', 'babat', 'babat', 'gongso', 'and', 'telor', 'gongso', 'all', 'spicy', 'but', 'sorry', 'to', 'say', 'the', 'taste', 'wa', 'too', 'sweet', 'there', 'were', 'nothing', 'special', 'from', 'these', 'dish', 'at', 'alleven', 'below', 'so', 'so', 'the', 'price', 'wa', 'way', 'too', 'pricey', 'for', 'that', 'portion', 'and', 'taste', 'literally', 'cried', 'while', 'eating', 'paying', 'the', 'bill']",Negative
"['dipesan', 'enak', 'nasi', 'gorengnya', 'overrated', 'ya', 'overall', 'yummy']",Positive
"['lokasi', 'pinggir', 'jalan', 'raya', 'p', 'minggu', 'pa', 'rame', 'susah', 'parkir', 'mobil', 'tempatnya', 'jga', 'luas', 'bakso', 'jga', 'pilihan', 'makanan', 'minuman', 'pembayaran', 'chas', 'tf']",Neutral
"['tempatnya', 'bagus', 'nyaman', 'harga', 'bersahabat', 'makanan', 'enak']",Positive
"['lumayan']",Neutral
"['sepi']",Negative
"['kl', 'bingung', 'pesen', 'martabak', 'maniscoba', 'pilih', 'pizza', 'martabak']",Positive
"['makanannya', 'enak', 'enak', 'tempatnya', 'nyaman', 'bersih', 'worth', 'it']",Positive
"['satenya', 'okay', 'harganya', 'mahal', 'makan', 'tusuk', 'sate', 'plus', 'e', 'jeruk', 'ampe', 'ribuantp', 'enaknya', 'kalo', 'belinya', 'malam', 'wts', 'berkeliaran', 'lokasi']",Positive
"['very', 'recommended', 'bawa', 'oleh', 'lembang', 'coba']",Positive
"['ga', 'tau', 'bilang', 'mah', 'nasi', 'enak', 'banget', 'makannya', 'jos', 'banget', 'pokonya', 'mah', 'nagih', 'atuh']",Positive
"['salah', 'menjual', 'oleholeh', 'khas', 'bandung', 'kue', 'balok', 'kue', 'balok', 'brownie', 'teksturnya', 'padat', 'manis', 'cocok', 'kudapan', 'ringan', 'dimakan', 'perlahan', 'teh', 'tawar', 'hangat', 'tersedia', 'coklat', 'green', 'tea', 'enak']",Positive
"['lembang', 'makan', 'wajib', 'siniuntuk', 'senang', 'jajandi', 'makanan', 'lainnyajuga', 'bolu', 'susu', 'lembang', 'varian', 'd', 'sinijangan', 'lupa', 'beli', 'susu', 'strawberry']",Positive
"['ati', 'ati', 'aja', 'harganya', 'mahal', 'makanannya', 'b', 'aja', 'gasuka', 'cuman', 'menang', 'buka', 'malem', 'aja']",Negative
"['tempatnya', 'nyaman', 'kumpul', 'teman']",Positive
"['terencana', 'kesini', 'cari', 'sarapan', 'bubur', 'hotel', 'authentic', 'old', 'style', 'warung', 'kopi', 'suasananya', 'bagus', 'banget']",Positive
"['enak', 'makanannya', 'modelannya', 'milih', 'kaya', 'prasmanan', 'daging', 'sapi', 'ayam', 'ikan', 'sayuran', 'lumayan', 'mahal', 'parkiran', 'didalam', 'penuh', 'parkir', 'dipinggir', 'jalan', 'nnti', 'tukang', 'parkirnya', 'bantu', 'ngarahin']",Negative
"['mie', 'ayamnya', 'berminyak', 'hambar', 'gak', 'kerasa', 'manis', 'asin', 'minyak', 'ajagak', 'recommended', 'kalo', 'baksonya', 'aja', 'cenderung', 'berminyak']",Negative
"['nyaman', 'bersih', 'makanannya', 'enakenak', 'pilihan', 'tersedia']",Positive
"['gurih']",Neutral
"['dadanya', 'ga', 'sayapnya']",Negative
"['nyaman', 'sekedar', 'mampir', 'makan', 'beristirahat', 'solat', 'suka', 'musholanya', 'bersih', 'nyaman', 'makan', 'beli', 'menarik']",Positive
"['aja']",Neutral
"['enak']",Positive
"['martabak', 'terenak', 'sebandung']",Positive
"['andai', 'minus', 'star', 'pulang', 'k', 'indonesia', 'th', 'langganan', 'k', 'bober', 'tempatnya', 'rapih', 'penuh', 'santai', 'musik', 'however', 'skrg', 'kotor', 'sepi', 'pengungjung', 'karyawan', 'kursi', 'sofa']",Negative
"['tempatnya', 'gampang', 'ditemukan', 'udah', 'kali', 'kesini', 'gak', 'pake', 'antri', 'browniesnya', 'coklat', 'meleleh']",Positive
"['pelayanannya', 'maximal']",Neutral
"['menu', 'lauknya', 'mantap', 'dah', 'kelaperan', 'malem']",Positive
"['murah', 'pilihan']",Neutral
"['tenoatnya', 'nyaman', 'luas', 'tersedia', 'varian', 'bakso', 'jenis', 'bakso', 'baksonya', 'enak']",Positive
"['pelayanan', 'kocak', 'pake', 'teriakan', 'overall', 'bagus', 'enak', 'beda', 'sm', 'bakso', 'dorong', 'parkir', 'luas']",Positive
"['asik']",Positive
"['snack', 'tersedia', 'kesana', 'jam', 'siang', 'weding']",Neutral
"['suasana', 'enak', 'makanan', 'enak', 'pelayanan', 'ramah', 'antri']",Positive
"['tempatnya', 'cozy', 'makanannya', 'enak', 'mantap']",Positive
"['mencicipi', 'kopi', 'telor', 'roti', 'srikaya', 'menghargai', 'kopi', 'thiam']",Positive
"['bakso', 'titoti', 'cabang', 'salah', 'ramai', 'strategis', 'cabang', 'pasar', 'minggu', 'tempatnya', 'luas']",Neutral
"['pelayanan', 'sekelas', 'cafe', 'menyediakan', 'varian', 'menu', 'kopi', 'sayang', 'e', 'kopi', 'pahitnya', 'menu', 'iced', 'coffee', 'krimer', 'gulanya']",Neutral
"['makanan', 'supeerr', 'enak']",Positive
"['baksonya', 'lumayan', 'enak', 'kesini', 'pa', 'malam', 'minggu', 'ramai', 'berisik', 'pusing', 'musik', 'diputar', 'double', 'gak', 'nyaman', 'berlama']",Positive
"['luaa', 'outdoornya', 'kesini', 'banget', 'cobain', 'roti', 'srikayanya', 'minum', 'kopinya', 'perpaduannya', 'pa', 'banget', 'harganya', 'ga', 'mahal', 'pa']",Positive
"['hemmmmagak', 'mahal', 'ya']",Negative
"['bikin', 'oghee', 'bikin', 'makan']",Negative
"['ayamnya', 'beeud']",Negative
"['makanan', 'rumahanenak', 'harga', 'lbh', 'mahal']",Neutral
"['lumayan', 'enak', 'porsinya', 'udah', 'lengkap', 'sepaket', 'gitu', 'ayamnya', 'bumbunya', 'meresap', 'tipikal', 'makanan', 'repeat', 'order', 'suka', 'lengkap', 'gt']",Negative
"['daerahnya', 'macet']",Negative
"['tempatnya', 'panas', 'cuaca', 'cuman', 'seenak', 'jaman', 'an', 'bober', 'jayajaya', 'renovasi', 'gebrakan']",Neutral
"['satenya', 'enak', 'sayang', 'bumbunya', 'nendang']",Negative
"['kuotie', 'termahal', 'kelas', 'ruko', 'pinggir', 'jalan', 'rasakan', 'pc', 'rp', 'e', 'teh', 'gelas', 'rp', 'ruko', 'pakai', 'ac', 'harga', 'hotel', 'pemiliknya', 'sombong', 'mgkn', 'sisa', 'kejayaan', 'dompet', 'hr', 'penuh', 'krn', 'tunai', 'kera']",Negative
"['siang', 'sepi', 'enak', 'tempatnya', 'ngobrolngobrol']",Positive
"['favorit', 'nongkrong', 'temen', 'karna', 'buka', 'jam', 'pokonya', 'kalo', 'mlm', 'pengen', 'makan', 'nongkrong', 'langsung', 'keinget', 'bober', 'cafe']",Positive
"['ruangan', 'makan', 'bersih', 'teratur', 'sate', 'gulai', 'empuk', 'gulai', 'mantul', 'harga', 'terjangkau', 'sangan', 'cocok', 'makan', 'siang', 'bareng', 'rekansaudara', 'teman']",Positive
"['mantap', 'baksonya', 'kerasa', 'banget', 'beda']",Positive
"['nunggu', 'jam', 'makanan', 'tetep', 'gak', 'dateng', 'dateng', 'udah', 'nanya', 'berkali', 'kali', 'gak', 'ditanggepin', 'meja', 'diantar', 'duluan', 'makanannya', 'minuman', 'snack', 'doang', 'diantar', 'aja', 'nyesel', 'kesini']",Negative
"['kesini', 'masuk', 'pelayan', 'sibuk', 'main', 'hp', 'duduk', 'pengunjung', 'menit', 'sadar', 'buruk', 'salah', 'pelayannya', 'sopan', 'makanan', 'dihidangkan', 'makan', 'muncul', 'pelayan', 'suami', 'sambel', 'dimakan', 'sambel', 'ikan', 'ayam', 'sambelnya', 'ambil', 'ya', 'sambelnya', 'dimakan', 'nada', 'ketus', 'trus', 'pergi', 'membawa', 'sambel', 'suami', 'langsung', 'pandang', 'kaget', 'tersenyum', 'heran', 'allahu', 'akbar', 'makan', 'memesan', 'ikan', 'makan', 'suami', 'anak', 'suami', 'memesan', 'makanan', 'tambahan', 'ayam', 'bakar', 'mood', 'makan', 'perlakuan', 'kali', 'makan', 'diperlakukan', 'resto', 'mahal', 'warung', 'pinggir', 'jalan', 'dapati', 'semoga', 'pelayan', 'resto', 'ajari', 'sopan', 'santun', 'ya', 'adab', 'tata', 'krama', 'melayani', 'tamu', 'makan', 'pengemis', 'makan', 'membayar', 'makanan', 'karna', 'reputasi', 'rumah', 'makannya', 'buruk']",Negative
"['cafe', 'luas', 'cocok', 'berkumpul', 'keluarga', 'teman', 'harga', 'makanan', 'mnuman', 'lumayan', 'terjangkau']",Positive
"['sate', 'daging', 'sapi', 'lembut', 'mateng', 'kera', 'bau', 'sate', 'kambing', 'lembut', 'bau', 'gulai', 'ny', 'bau', 'kambing', 'ya']",Negative
"['letmetellyouastory', 'udah', 'bet', 'makan', 'd', 'nggak', 'puas', 'bakso', 'uratnyaaaaaa', 'bener', 'bener', 'urat', 'sapi', 'd', 'jadiin', 'bakso', 'enakkk', 'bangetttttt', 'kuahnya', 'nyatu', 'bakso', 'enak', 'bet', 'pokoknta', 'mie', 'ayamnya']",Negative
"['bangunan', 'otentik', 'khas', 'jaman', 'kopi', 'susu', 'enak', 'baiknya', 'gula', 'dipisah', 'roti', 'srikaya', 'juara', 'lontong', 'cap', 'gomeh', 'wajib', 'coba', 'bubur', 'ayam', 'jd', 'pilihan', 'pegawai', 'cekatan', 'mencatat', 'pesanan', 'masuk', 'makan']",Positive
"['strategis', 'baso', 'mantappp']",Positive
"['susu', 'lembang', 'enak', 'lembut', 'tersedia', 'varian', 'goreng', 'goreng', 'deket', 'situ', 'jual', 'kripik', 'pisang', 'sale', 'pisang', 'menjual']",Neutral
"['nyaman', 'santai', 'kumpul', 'teman']",Positive
"['makan', 'sop', 'otak', 'gr', 'pilihan', 'menu']",Neutral
"['istimewa', 'nasi', 'kalongnya', 'manis', 'daging', 'dagingannya', 'manis', 'suasana', 'tenda', 'tenda', 'payung', 'cenderung', 'bising', 'musik', 'harga', 'mahal']",Positive
"['tempatnya', 'pembeli', 'ramai', 'ngantri']",Neutral
"['live', 'music', 'wifi', 'jam', 'parkir', 'spd', 'mtr', 'n', 'mobil', 'luas', 'cocok', 'kalangan', 'anak', 'muda']",Neutral
"['sejuk', 'tenang', 'pertemuan', 'bisnis']",Positive
"['sate', 'kambing', 'empuk', 'gurih', 'gule', 'enak', 'jugaharus', 'dicoba', 'kalo', 'blm', 'kesinirasa', 'gak', 'berubah', 'maknyus']",Positive
"['soes', 'favorit', 'masaaa']",Positive
"['daging', 'empuk', 'nasi', 'panas', 'tersedia', 'bumbu', 'kecap', 'bumbu', 'kacang']",Negative
"['sukaaaa', 'bobber', 'cafe', 'buka', 'jam', 'solusi', 'laper', 'malem', 'makanan', 'enak', 'menu', 'western', 'suka', 'sishaa', 'loh', 'suka', 'nasi', 'goreng', 'nyaaa', 'taichan', 'hehe']",Positive
"['ok', 'makanan', 'ok']",Negative
"['standar']",Neutral
