summary,text
Ntaps,Akhirnya main ke sini juga tempat yang selalu rame buat tongkrongan ini huhuIndomie kuah telor asin nya super mantaaaapAku beli yang kuah dan goreng but aku lebih suka yang goreng karena bumbu telor asinny lebih berasa enak banget beneran ketagihan makan iniIndomie kuah telor asin nya enak nih di makan pas lagi ujan gitu mantapPelayanan agak lama sih ya mungkin karena rame jugaHarga okeTempat oke
Ropang terame,"Nah kalau yang satu ini sih temen2 pasti uda ga asing lagi ya, yap betul ini tempat makan sekaligus nongkrong yang ga pernah sepi yaitu ropangplusplus yang kini selain ropang, indomie, pisang dan sate taichannya juga sedang berinovasi dengan menu barunya yaitu nasi goreng ayam. Nah jadi makin komplit kan pilihan menu2 makanan disini jadi langsung cus aja yuk kesini buat cobain gimana sih rasanya.•••📍Ropang Plus PlusJalan Pluit Sakti Raya No. 21A,Jakarta Utara"
THE BEST ROPANG,"alah satu Ropang Plus Plus yang paling aku suka diantara banyak nya ropang yang baru di Jakarta. Tempat nya super gede dan selalu rame.Apalagi kalau kamu makannya malem, ngantri nya luar biasa tiap hari. Kalau mau langsung dapat tempat duduk kamu bisa makan di jam sore kayak jam 6 gak perlu antri.Kalau kesini selalu pesan indomienya, padaha sama sama indomie. Tapi mereka masak nya kenapa enak banget yah herannnn. Aku selalu pesan indomie goreng atau gak kuah nya pakai telur asin, lalu biasa tambah kornet atau tuna. Itu udah enak banget parahhh ampunnnn. Kayak pengen balik lagi terus gitu, padahal cuman indomie doang hahaha.Aku juga selalu pesan taichan yang biasa, itu juga lumayan enak. Sambal nya juga nampol dan dagingnya ya oke lah lumayan tebel.Lalu jangan lupa pesan milo dinosaurus nya itu juga enak, bubuk milo nya dikasih banyak juga.Pokoknya sih enak banget ropang plus plus nya. Yang orang dari jauh jauh ajah sampe rela relain datang kemari."
one of my fav taichan!,"Ropang Plus Plus letaknya di Pluit, tempatnya besar dan selalu ramai. menunya lumayan beragam mulai dari indomie, taichan, roti panggang dll. Menu yang saya pesan:- indomies plus plus telur asin goreng 23k + topping kornet 5k: dapet sayurnya juga, telur asinnya berasa tapi ga bikin enek, bisa pilih tingkat kepedasan- taichan original 25k: isi 10 tusuk, enak, dagingnya juicy ga kering, sambalnya pedes- taichan mozzarella 35k: isi 10 tusuk dengan baluran keju mozzarella diatasnya, enak, kejunya juga banyak- sweet ice tea 5k"
Enak2 makanannya,"Tempat favorit saya kalo lagi pingin makan ala street food. Tempatnya gede dan asik buat nongkrong bareng temen2. Minusnya: ga ada ac dan parkiran terbatas. Service: kalo lg rame, keluar makanannya lama. Menu favorit saya:1. Mie ijo versi goreng dg saus plus plus. Bisa pilih tingkat kepedasan sampai level 10. Saya sih biasa 3 aja uda cukup.2. Nasi goreng cakalang. Ini enak banget. Nasinya enak, cakalangnya juga enakkkk. Asin dan gurih terus ada smoky taste-nya. Level kepedasan bisa pilih sampai 10 juga.3. Sate taichan dengan mozzarella.Ini menu sharing yg wajib. Rasanya asin dan gurih terus dicocol di sambelnya yg pedes itu..hmm..4. Aneka roti bakar manis dan asinUntuk yg manis: saya biasa pesen coklat keju atau keju doang. Enak banget.Untuk yg asin: kornet spesial. Ini isinya kornet dan mozzarella. Enak tapi ga seenak roti bakar manisnya sih.5. Tahu goreng cabe garamTahunya digoreng crispy dan ga tll berminyak jd ga eneg. Asin2 pedes gitu. Yummy!"
Kebahagiaan Terhaqiqi,"Ini tempat makan yang harganya super worth it!!! Dan kali ini aku bakal review dari segi rasa makanan dulu ya. jarang suka sate taichan original tapi mereka punya enak banget. satenya super lembut, sausnya berasa juga. ditambah perasan jeruk nipis nikmat! (8/10)nah kalo yang ini selalu jadi favorit, dan bisa dilihat mozzarella-nya bener2 luber gila sih gangerti lagi. ""nya RPP bener2 oke punya! (9/10)Selanjutnya untuk ""-nya jd yang favorit dan berbeda dibandingkan yang lain itu saus telor asinnya. Karena dua2nya punya cita rasa yang berbeda jadi aku cobain goreng dan kuah.  gila saus telor asin-nya jujur nagih banget. Awalnya pesen 1 porsi eh ga kenyang, lanjut pesen yang double haha.. kombinasi bumbu indomie dengan saus telur asinnya bener2 memanjakan lidah kita banget buat makan terus. (9/10)jujur ini lebih ke personal preference sih, aku anaknya suka indomie goreng ketimbang kuah tapi disini menurutku yang kuah lebih enak. mungkin karena dari kaldu kuahnya sendiri uda berasa ditambah saus telor asin yang nonjok banget jadi makin gurih dan creamy. Gila sih enak dan candu parah. (10/10)it's come to the end, ""sebenernya cuma ropang dikasi ovo, cuma gangerti sih mereka kasi berapa banyak butter ke ropangnya dan gimana cara mereka panggang itu roti. bisa super duper garing, so buttery and chocolaty. Hebatnya ga enek sama sekali, bener2 ropang to another level hahaha. One of the best for sure! (10/10)nah ini ga kalah enak juga sih. ada tekstur crunchy dari cornflakes nya sendiri. cuma kalo dibandingkan dg yg ovo, lebih suka ovo jauh haha.. tapi adik2ku sih lebih suka ini jadi kembali lagi ke selera masing2 sih. (8/10) bener2 kayak minum popice vanilla blue dicampur bubble gum. sebenernya enak, tapi kalo uda makan mie dan ropang rada enek sih lama2 (7/10). Nah selain itu kita juga pesen - ini minuman yang aku rasa paling tepat untuk mengatasi makanan high calories yang kita pesen. seger banget! (9/10)Suasananya cozy sih. jadi dia terbuka gitu ya kayak resto ropang2 lain, dan kebetulan hari ini hujan deras dan badai banget jadi makin rame lah ini restoran. Biasanya sih aku kalo makan sini bisa antri lama banget cuma mungkin karena hujan deras jadi ga terlalu rame. untungnya makanan mereka tetap konsisten enaknya!!Dan yang patut dipuji itu kebersihannya. Bener2 bersih jadi nyaman kalo mau makan juga. bahkan toiletnya pun bersih dan terawat. Pelayanannya pun cekatan, pegawainya ramah, tapi poin pentingnya adalah kita harus punya suara nyaring, karena emang rame banget kan tmptnya, jadi kalo mau panggil mas/mbanya harus teriak2 hahaha.. kalo ga mereka gabakal denger lol!"
The Best !,Salah satu tempat nongkrong yang enak dengan makanan yang enak juga tentunya. harga jg masih masuk di akal. Kali ini gw cobain sate taichannya yg emang enak banget
Ropang niat!,"I know di daerah Pluit ada 2 Ropang Plusplus, tapi yg menurut gw enak yg di Pluit Sakti ini ya guys. Tempatnya bigger, better food, lebih terang, slightly cheaper, with more variety of foodWalau judulnya Ropang, ga cuma jual roti bakar, atau Indomie. Yes pesenan Roti Caramel Keju Oreo gw enak ga heran specialty mereka. Mie Goreng Plusplus + cabe ijo pesenan temen gw pun mantep. Tapi ga cuma Rasa indomie Goreng, tapi dengan tambahan cabe ijo + berbagai topping lain sumpe jd Kaya a whole different menu banget sihYg ga kaget di sini Ada Mie hijau, homemade yg terbuat dari bayam. Gw pesen dong pake kuah salted eggnya yg katanya terkenal itu, dengan topping pilihan. Enak dongg.. Kaya Mie ala resto2 Bakmi pdhl judulnya Ropang. Salut sama Mie yg satu iniUntuk mienya kita bs pilih level pedas 0-10, Dan gw tahan sampe level 8 wkwkw.. pilihan topping nya juga macem2 mulai dari Keju, mozarella, kornet, sosis, tuna, saus telur Asin, atau telur (rebus, Goreng, setengah mateng? Bebass)Basically untuk level pedas + topping bisa Kita customized sendiri untuk semua menu mie/Nasi Goreng. Nasgor cakalang pesenan temen gw enak dongg ternyata apalagi udah susah nemu menu olahan cakalang di Jakarta yaSate taichan nya dabesst sambelnya terutama GW suka smooth banget ga berdaun cabe + bijinya dikit lebih aman + nagih makannya. Pake mozarella lebih mantep. Makan seporsi kurangg apalagi reramean sama temenWalau ramai servisnya oke banget + koordinasi sama dapur bagus. Jadi kalau Ada pesanan belum datang langsung ditanganin sambil sesekali waiter lewat ngecek pesanan meja Kita yg belum datang. Mantep!"
Rasanya Enak Tapi Nunggunya Agak Kelamaan,Indomie Kuah Plus Plus (Double + Telur) - IDR 35K.Kuahnya bisa pilih level kepedasan dan rasa pedesnya enak. Rasanya campuran kuah kari dengan saos telur asin. Makin mantap dimakan dengan telur setengah matang yang creamy. Rating 4/5.
Pluit,"Tempat nongki terampuh dan terasik!Pelayanannya ok, cm agak lama ya makanannya dtg.. tp org2 nya keren deh hehehe mgkin SOP nya bagusMenu andalan adaah mie grg telor asinnn Psen yg standar dan yg jumbo..Nyum!!!"
Rpp - Pluit Sakti,"Rpp yg lagi hitz di Pluit sakti nih .semua yg dateng mobil nya Keren2,wkwkwkkDisini coba makanan nya, Mie goreng salted egg, mie yg kuah entah apa namanya, sate taichan, minuman milo, dllSampe lupa meni saking bnyk order Makanan nya enak2, yg aku suka bgt indomie goreng salted egg nya, enak dan berasa bgt bumbunya.. Ketagihan, bakal balik lagi Cocok untuk temen2 klo nongkrong disiniRamai tempatnya dan gak terlalu panasCoba deh"
favorite!,"kesini selalu afdol kalo rame2 dong yah. menurut aku sih kalo indomie dia banyak rasanya gitu macem2 dan lumayan agak gurih, porsinya dkit kayak indomie biasa lah ya harus pesen 2 baru enak haha! telornya juga agak kering ga basah2 gitu kuning telornua. untuk tempat sih rame banget yah tapi kenapa toilet cuman 1? kalo ngantri udah kayak rombong kereta hiks"
Oke lah 🙏🏻,"[Ropang Plus Plus 🍳].Tempat yang oke untuk berkumpul bersama teman untuk ngobrol dan ngemil..🏡 : Ropang Plus Plus 🥪 : Indomie, Ropang, Pisang💸 : IDR 50k++/ person🏅 : 4.0 of 5.0📄 : Meja dan Kursi cukup Banyak, Namun Hanya memiliki 1 Toilet ? 😑Soal Makanan Indomie Salted Eggnya Oke banget & Tempatnya lebih baik dari Ropang Lainnya."
Indomie Kuah,"Pilihan tepat kalo laper malem dan pengen makan indomie 😂 Selalu rame sih kayaknya ini, cuma sayang lokasi nya agak gelap dan susah parkir aja sih.Aku order : 1. Indomie Kuah Plus PlusIndomie dengan kuah racikan sendiri, ini yang aku suka dari ropang plus plus ini. Wangi banget dan enak sih.2. Indomie Goreng Saus RendangRasa rendang nya berasa sih, cuma ga tau deh ini indomie rasa rendang atau emang beneran di tambahin saos rendang lagi. Terus aku tambah topping sosis 👍 3. Pisang Bakar Ovomaltine KejuKeju nya banyak banget sih, suka banget sama pisang bakar nya. Kematengan pisang nya pas, di tambah dengan coklat dan keju yang bikin rasanya makin endeuss 😂Place : 6/10Price : 7/10Taste : 8/10Service : 8/10Meskipun rame tapi pelayanan nya masih ok dan penyajian makanan nya juga ga terlalu lama 👍 Lumayan banyak pilihan makanan juga."
Worth the hype? Worth the price?,"Setelah sekian lama penasaran akhirnya nyobain! Ropang plus plus ini letaknya di jalan pluit sakti, di sekitarnya sih rumah-rumah biasa. Aku kesini sebelum jam 7 malam dan itu sudah ramai banget hehe. Nah pas kita mau masuk kita akan disambut dan diantar oleh mas-mas/mbak-mbak nya kemudian dikasih daftar menu. Good impression. Beberapa menu yang aku pesan :- indomie kuah plus plus telur asin pedas level 3 dengan topping telur mata sapi setengah matang : rasanya menurutku enak. Mereka pakai indomie rasa kari ayam, yang sebenarnya menurutku rasa kari ayan terlalu dominan jadi rasa saus telur asin nya ga strong, tapi tetap enak kok, kuahnya gurih karena dicampur susu juga. Telur setengah matang nya juga pas banget. - indomie goreng ijo plus plus telur asin pedas level 2 dengan topping kornet : perbedaannya dengan yang versi kuah adalah yang ini dipakein telur orang arik gitu. Rasanya? No cure enak banget!❤️ apalagi dimasak dengan kematangan yang pas, ga lembek, jadi ga enek. Saus telur asin nya pas, ga terlalu strong. - indomie goreng ijo double plus plus telur asin double pedas level 4 dengan topping kornet double (ini menu tambahan) : sama enaknya dengan indomie pesananku yang pertama, tapi yang ini sedikit lebih lembek jadi ga seenak yang pertama menurutku 😭 jadi I suggest kalau order request jangan terlalu lembek.- roti tuna mayo dadar : rasanya just okay, nothing special. - sate taichan mozzarella : lumayan enak. Keju nya melimpah, saus taichan nya unik asam segar pedas gitu. Tapi daging ayam nya super kecil-kecil 😂 well, boleh lah dicoba ❤️- es teh tawarP.S: buat yang doyan dan kuat pedas, I suggest untuk pesan pedas diatas level 5. Karena buat aku yang suka pedas, yang dibawah level 5 sama sekali ga nendang huhu. Oh ya harga tertera itu include tax service ya. Will I be back? Definitely yes, for their indomie goreng plus plus telur asin❤️"
ROPANG PLUS PLUS,"[ ROPANG PLUS PLUS ]Sebenernya salut sama Ropang Plus Plus, konsistensi rasa bisa dijaga.Service juga tergoling cepet padahal selalu rame.Paling baru ada ayam geprek, lumayan enak. Tapi sambelnya masih kurang wangi."
Tempat nongkrong asik,"Udah gak asing banget ini tempat nongkrongCocok buat kumpul sama temen, mau makanan berat sampai cemilan juga adaFavorit aku indomie salted egg dengan level 10 hahhahah, endeeusss"
Tempat makan indomie favourite,"Salah satu tempat kekinian favourite kokoh #drummerkulinerMenu indomie nya enyakkkk enyakkkkBanana sushi nya is the best , terenyakkkks di jakarta #kokohdrummersukak 😍😍😍 , menu yang selalu akoh pesan , klo makan di tempat ini.Tempat parkir nya luas, tempat makan nya juga luas, very recommended warung kekikinian 😊"
Banana Sushi yummyyy,Follow IG @kulinersamaagamBANANA SUSHI OVOMALTINEMenu ini cocok banget buat pencuci mulut 😂 jadi mengakhiri dengan yang manis dan krispy Pisangnya yang manis ketemu dengan enaknya Ovomaltine Wah PECAH BANGET RASANYA Mantap top💰 Rp. 28.000
INDOMIE enaaaaaaaaaaaakkkkkkkkkk,Follow IG @kulinersamaagamHEAVEN FOOD!!!One is never enough because.....ENAKKKKK BUANGETTTTT Indomie Plus Plus Telur Asin dengan Extra Topping Telur Behhhh untuk indomienya udahlah gak komen apa apa udah tau enak enak enak wkwkwkwk Telur asinnya boooo enakk beneran jadi satu ama kuah indomie jadi sungguh enak beneran pake banget WAJIB COBA!
SATE TAICHANNYAAA ENAAAKKKKKK,Follow IG @kulinersamaagamSate Taichan Original😲 Dagingnya tebel dan empuk dan enak nyoooooo dan cabenya juga ciamik pedesnyaMantap jiwa dah nih sate💰 Rp. 25.000
Best Indomie 💖💖💖,"Rasa Enak,  Harga Pas 💖💖💖Selalu suka buat balik ke sini 😊😊😊"
Seru nih,"Di antara tempat makan kekinian sejenis menurut saya ini adalah salah satu yang terbaik.
Makanan yang disajikan semuanya pas buat saya.
Pesanan saya :
1. Indomie kuah plus-plus salted egg
2. Banana 3 rasa
3. Roti bakar ovo cheese oreo
4. Sate taichan
5. Milo Dino 
 Indomie dimasak dengan pas dan saya pesan level pedas 6..hmmmm..asin telurnya pas...
Untuk banana 3 rasa-nya JUARA..crunchy, manis, asin dan gurih jadi satu di mulut. 
 Puasss"
Indomie kuah telor asin plus2 terenak,"Ga pernah bosan ama @indomie kuah telor asin plus plus dr @ropangplusplusBisa request level pedasnya jg lho, bs request jg telornya mau stengah matang atau matang dan pesan ekstra topping yg kalian ingin kan sprti sosis, kornet, telor dllPaporit buat mimin nihKuahnya ludes ampe tetes terakhir Hanya tempatnya panas aja, Walaupun luas.📷 Indomie kuah Plus Plus Telor Asin + Telor + sosis📍 @ropangplusplus Pluit, Jakut👅 Taste 4.8 dr 5🏠 4.3 dr 5 (non ac)✔️ HALAL"
Tempat nongki dgn makanan enak2,"IG @nanakoot_culinaryTempatnya luas tanpa AC dgn design minimalis, cocok banget buat nongki khusunya buat anak muda karena tipe makanannya pun jg simple namun bbrp menu ada yg unik. Dtg sekitar jam 5 sore blom rame tapi ga berapa lama jadi rame bangegCobain bbrp menu andalan mereka spt Indomie kuah Plus plus telur asin, indomie goreng mie ijo plus plus, nasi ayam cabe garam, nasi ayam geprek, tahu cabe garam, sate taichan mozza, sate taichan ori, ropang kornet mozza, banana sushi tiga rasa, pisang panggan coklat keju dan roti bakar ovomaltine keju.Yg paling berkesan adalah indomie kuah plus plus telur asin, kuahnya itu enak banget dan medok ... highly recommended. Selain itu yg favorit jg adalah banana sushi nya ... pisangnya empuk manis dan toppingnya jg enak apalagi ada cornflakes jadi tambah nyess bangetHarga so far sih masih terjangkau dan sesuai dgn rasanya malah saya merasa makanan disini jauh lbh enak ketimbang brand kompetitor besar satunya Pelayanan jg ok .. staff nya banyak banget dan makanan keluar cukup cepatWell done ... keep the good work ya"
Nongki Asik + Bisa Kenyang,"Mampir ke tempat nongkrong yg bener2 rame.. padahal gue datengnya hari biasa..Nyicipin :-sate taichan- sate taichan mozarella- lychee yakult- pisang bakar coklat kejuSate taichanEnak, asin, gurih..Gue lebih suka ga pake mozarella, karna menurut gue ga cocok kalo dipakein ini... Lychee yakultYes, this is my favourite food..enaklah...Pisang bakar coklat kejuMenurut gue biasa aja, menurut gue pisangnya msh belom begitu kebakar jd seperti pisang biasa aja..Tempatnya menurut gue luas & bersih.. cuma agak panass aja.. #gilakuliner13IG : @gila.kuliner13"
Indomie... Seleraku,"Indomie dimana2 rasanya sama karena mereka jenis mie instant dengan bumbu yang sudah tersedia, tinggal dibedakan dengan penyajiannya. Di Ropang Plus Plus ini kita bisa cobain indomie plus plus nya dengan kuah telor asin dan tingkat kepedasannya yang bisa berbeda2. Yang aku suka dari kuahnya adalah rasa asin dan gurihnya gak bikin enek, ada rasa creamy susunya juga dan butternya. Nagih.."
Best Ropang in Town,"Family Cell hari ini makan2 di RPP cabang di Pluit, baru pernah niih kesini. Tempatnya gede & super crowded. Pertama2, pesennya Milo Dino. Enakk, milonya banyak, manis, terus rasanya kayak es kepal cuma versi mencair 😂
Indomie Plus2 salted egg level 3 nya enakk, kuahnya jadi kentel gitu, pake susu & salted egg sama bumbu indomie nya yang super duper bisa bikin ketagihan. Ahh 2 mangkok juga ga cukup btw lol
Ropangnya yang savory lebih enak, isi ya teloe keju kornet! Tumpeeehhhh 
Taichan Mozarellanya enak, dagingnya campur sih ada yang gede ada yang kecil. Mozarella nya super melted, dan banyak! Gak rugi dehh.. 
 Surely mau balik lagi!"
Biasa Aja,"Karna tempatnya selalu rame tiap malem penasaran deng visiting ke ropang plus2 di pluit
.
Nah di sini makin malem makin rame, dan tempatnya sih hampir sama kek tempat kongkow2 jaman now
.
Makanan ama minuman biasa aja sih, pelayanannya HONESTLY lama 😂 why? Udah pesen suatu menu ke 2 orang waitress ga dateng2 sampe tanya ke 3x ternyata pesenan belum di input gitu 😂 makanya kaga di bikin pesenannya wagelaseh 😅"
Kuliner Serba Indomie,"Follow My IG @couplefuntripculinary 
 Hola guys...lagi kepingin makan indomie jadi terdampar deh disini.. 
 Kita order:
-. Plus Plus Kuah Telur Asin (23K)
Rasa kuahnya kita suka,karena telur asinnya terasa, untuk level pedasnya kebetulan level 1,mungkin lebih seru level 3 ya.. 
 -. Plus Plus Goreng + Custom Mie Ijo (16K+5K)
Rasanya itu terasa ada sayur2annya karena kita custom ke mie ijo itu,sekedar untuk mempercantik warna aja hehehe, so tetep aman ya guys karena pewarna alami 
 -. Creamy Milk + Kornet Beef (15K+5K)
Kuahnya yg creamy pas menurut kita,gak bikin enek apalagi ditambah topping kornet sapinya,makin lengkap nyess,hanya porsinya dikit.. 
 -. Nuttella Skippy Oreo (27K)
Suka deh karena nuttella nya berasa banget,minusnya hanya oreonya yg kurang berasa mungkin aja karena lebih dominan nuttella nya 
 -. Sate Taichan (25K)
Untuk rasa si biasa aja sama dengan taichan pada umumnya,hanya beda cara masaknya ini dengan digoreng,kalau cabainya terasa pedesnya kok 
 -. Ovaltine Oreo (20K)
Taburan oreonya banyak dan bercampur dengan ovaltine jadi seger,rasanya manis,tp manisnya pas kok..gak yg over.. 
 Tempat si emg pas buat nongki deh.."
Banana sushi,"Banana Sushi tiga rasa 
Harga : 28.000
Rasa : 8/10 
Pelayanan : 8/10
Suasana 7,5/10 
Kalau kesini jumat sabtu minggu siap siap ngantrii ya teman"""
Indomie Salted Egg,"Foods :1. Indomie Kuah Plus Plus Telur Asin Ekstra TelurIni Indomie kuah dengan saus telur asin. Rasanya menarik dan tasty, kuahnya jadi rich gitu. Lengkap dengan telur. Mantep banget !!2. Indomie Goreng Plus Plus Telur Asin Esktra TelurMirip-mirip, bedanya ini indomie goreng. Aku lebih suka Mie kuah sih, tapi itu preferable aja3. Sate Taichan OriginalRasa taichannya agak hambar, kurang asin. Sambalnya oke dan pedas. Tapi menurut aku kurang nendangAmbience : hmmm agak kurang nyaman karena banyak asap rokok. Tapi ini wajar sih karena spacenya kan terbuka (tidak ada yang khusus merokok). Dan karena ini spacenya terbuka dan cukup berdekatan, jadi agak berisik kalau pas lagi ramai. Tapi untuk tempat makan Indomie ini cukup oke kokService : karena ramai, jadi kadang pelayannya kadang tidak dengar / cepat tanggap. Bahkan sempat lupa pesanan, tapi itu masih dimaklumi karena memang ramai"
ROPANG PLUS PLUS,"[ROPANG PLUS PLUS]Udah sering banget balik sini, kira2 sebulan 2x sama temen2 pasti mampir aja. Sekedar nongkrong santai temennya makanan merakyat.Kreasi mereka yg terkenal itu yg;1. Indomie Plus Plus Salted Egg, selalu pesen yg level 3 biar ga ketutup rasanya sama pedes cabe. Karna kalau mau pedes doanv menurut aku salah menu, mending pesen yg biasa. Ada sauce salted egg nya.2. Banana Sushi 3 Rasa, suka! Pertama coba langsung jatuh hati. Banananya lembut banget, dilumurin sama selai kayakny coklat sama peanut butter, ga lupa dikasih corn flakes buat nambah tekstur.AMBIENCEStadard ropang luas.SERVICERandom si kadang lama kadang cepet."
Indomie malem malem,"Malem2 makan Indomie kekinian di warung @ropangplusplus pakai topping Mozzarella, nikmat banget. ~
Nothing beats this feeling 😍😍😍"
Tempat nongkrong kekinian,"ini dia nih tempat nongkrong nya anak” muda di sini rame banget semakin malem semakin rame pengunjung nya juga sampe antree nungguin tempat duduk yang kosong, makanan nya enak harga juga terjangkau cocok banget tempatnya buat ngobrol” kumpul-kumpul bareng temen, cuma makanan nya agak lama dateng nya but gpp lah sambil ngobrol”juga 👍👍 pelayannya ramah 👌"
Indomie Kekinian,"Ropang Plus Plus.
Malem ini makan Indomie kekinian yf pake telor asin. Dari segi rasa sih ya ok lah Indomie di pakein saus telor asin. Yang lumayan itu Sate Taichan Mozzarella nya, rasa dan sambelnya mantep."
Enak banget,"Follow me on Instagram @yohanesali and @yoomakan 
 Parah sih, disini hampir semuanya enak makanannya. Apalagi taichan!aku doyang banget. Kekurangan cm ditempatnya doang sih, bagus sih. Tp panas bngt hehehehe, angin dri kipas anginnya pun gk kerasa. Dan gak ada wifi hehehehe
Tapi untuk makan sih udah enak banget. Mie goreng plus plusnya jg enak"
INDOMIE GORENG PLUS2 syeedaph!,"Awalnya agak males ke sini soalnya dari dulu sampe sekarang gak pernah sepi, rpp ini selalu rame entah di pluit ato d muarakarang pasti waiting list :( tapi gara2 temen ajakin dan dya udah waiting list duluan yaudah deh kesana dan nyobain indomie andalan yaitu :Indomie goreng plus2 telur asin + sosisAwal gw coba rasanya mirip bgt kaya mie tek2 abang2 langganan gw, bener2 mirip cuman bedanya gak pake sayur aja kalo mie grg plus2 ini☺️So far gw suka sih sama mie nya, meskipun porsinya dikit tapi gatau kenapa bikin ketagihan, ohya saran aja sih kalo cowo pasti gak nendang cman makan yg single, mending double/triple aja sekalian hehehe dan lg toppingnya juga ada banyak kaya sosis, kornet, keju, etc (bayar lg ya kalo topping)"
Best Indomie Kekinian in Town,"3 Flavours Banana a.k.a Banana Sushi 🍌 
 Potongan pisang yg dibuat sperti sushi dibalut dengan manisnya coklat ovomaltine dan renyahnya cornflakes 👍
Last sentuhan susu kental manis jd bikin tambah endesss! 
 Kalo indomienya ngga usah ditanya lg dh, Doctfoodie paling sukakk indomie goreng plus2nya, juaraaa!!! Yg kuahnya jg enak, ngga ada yg bs nyamain di tempat lain 😋 
 👅 4/5"
Hype!,"IG ; foodwawFollow for more foodgasmInget pertama kesini, waiting list panjang!Untuk suasananya sih kayak ropang ya, mereka buka malem gt pas bengkel tutup.Untuk suasana ropang depan bengkel ini cukup baik.Tapi krna terbuka dipinggir jalan gt, ada abang2 ngamen sama jualan. Agak risih ya.1. Indomie Kuah Plus Plus Salted EggYg booming itu yg ini nih! Mereka racik sendiri kuahnya dan ada saus salted egg. Jadi kalau emng mau coba, mending coba yg ini.Mie nya juga ada level gitu, jadi bisa pilih level pedas. Saran gw mendinb pilih level rendah, krna yg mau mereka unjukin itu kuahnya. Kalau ketutup sama pedes kan sayang, uda ngantri2 malah berasa pedes doang. Gak lupa juga sama toppings, ada; telor, kornet, keju, etc."
Overprice and overated,"Waktu tempat ini dibuka, masih inget banget bagaimana ramenya ini tempat. Bahkan ketika dia buka jam stg 7 malam dan u dateng jam 6 dan dia uda rame. Okay itu dulu, sekarang cenderung ga seekstrim dulu meskipun masih agak rame. 
 Gua pesen 2 menu yaitu:
1. Indomie ropang plus plus with egg and tuna topping level 7
Apa itu level 7? Level kepedasan lah intinya. Jadi u bisa milih mau level berapa tingkat kepedasan luh. Then rasanya? G selalu bilang kalau indomie yang basically enak mau diolah apapun juga tetap enak rasanya. Nah ini indomie lebih banyak memang porsinya dan enak enak aja sih. Cuma kalau tau harganya mahal banget 
 2. Banana sushi
Nah ini malah yang menarik perhatian gua. Gua suka banget ama menu ini meskipun harganya tetap mahal haha. Pisangnya pas bercampur dengan kacang2an jadi enak banget hehe"
Selalu rame,"Dateng pas awal jam buka gt. Ga lama langsung rame dan ga enaknya ad pengamen yg ganggu dan maksa kasi duit ato beli jualanny gtu. Kali ini makan : - Goreng Plus Plus Bumbu Aceh : yg ini enak bangett tp rasa indomie ny jd ketutup sama saus aceh ny. Rasanya mnrt aku si pedes banget yah hehe tp pedes ny biking nagih - Goreng Plus Plus + Mozzarella: ini juga enak. Mie ny kan d goreng 2x gt yah hehe. Mozzarella ny ya tambahan ter sendiri aja lahya.- Ropang MozzaBeef : mozzarella ny ga tanggung"" rasanya enak dan gurih. Jenis roti ny juga enak yg empuk gitu."
Pedasss,"Datang pas malam2 tapi masi rame aja. Tempatnya sih ga terlalu luas dan semi outdoor ya.  Gua pesen indomi goreng telur asin plus2 (22k) enak si kaya dipakein bumbu yang agak spicy tapi telur asinnya kurang berasa.  Trus gua pesen menu baru indomi kebuli (18k)  enak sih agak gurih dan spicy apalagi gua pake cabe lv 5 ,kalo ga kuat pedes jangan deh. Pedes cuyy.   
 Untuk minum gua pesan Thai Milo (15k) enak nih berasa banget milonya trus ada rasa pahit dari thai teanya.  
 Pelayanan oke, makanan cepat datang.  Harga juga masih oke."
Enak tapi ga nyaman....,"Akhirnya coba indomi hits di MK ini. Langsung psen indomie goreng plusplus telor asin + telor stgh matang + mozzarella . Rasanya enak banget si nagih dia soalnya ky digoreng lagi gitu macem tektek. Saos telor asinnya agak greasy ya kasar gt tp oke si rasanya ga trllu strong tp pas. Tlor nya minta stgh mateng tp kayanya kematengan wkwk. Mozzarella nya banyak si cukup worth nambah 10k buat mozza nya hahahaha next pengen coba yg kuahnya ah sama roti2an nya.. 
Cuma ak krg mrasa nyaman disini sih rame,panas dan selama makan slalu ad pengamen or tkg jualan yg dtg trs jualnya maksa gitu jd agak risih. Hahahaha."
Rame banget!,Pas dateng padahal weekdays tp ttp aja rame dan tiap ganti meja ada aja yg duduk. Bukanya sore dan tmptny ga gt gede. Banyak banget anak muda yg no gkrong disini dan tmpt ny lumayan panas. Disini pesen Indomie PlusPlus telur asin pake tambahan mozzarella.Mozzarella ny banyak dan ga pelit. Smaa kt ad pake telur ceplok ny. Indomie ny enak tp jd ga gt berasa indomie karna d goreng gtu. Dan telur asinny rada kasar dan berminyak.
Indomie gorengnya enak banget,"Puluhan kali ke RPP Muara Karang dan selalu pesen menu yang sama, Indomie Goreng Plus Plus dengan tambahan telor setengah mateng dan mozarella. 
 Setelah renov dan kembali beroperasi, RPP Muara Karang ini rame nya makin rame banget.
Dan well, Indomie nya beneran di goreng diatas kuali! Telornya di scramble barengan sama mie gorengnya dan ada bumbu khusus tersendiri. Enak banget ini ga ada obat!"
Overrated,Not worth the queue and is obviously overrated. Their kornet indomie didn't live up to my expectations and the grilled sandwich wasn't as good as Ropita's. Poor Pluiters and MKers have to deal with this joint while us Gadingers walk home disappointed after trying to debunk MK's supposedly best hangout spot.
